english,bsk_nastaliq,transliteration,urdu,pos,category,source,notes
hen,گوس قارقاموک,GUS QARQAAMUC,مرغی,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=29; Nastaliq is heuristic from roman book label
magpie,گاسےپ,GASEP,نیل کنٹھ / میگ پائی,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=29; Nastaliq is heuristic from roman book label
peacock,تاوووس,TAAWUUS,مور,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=29; Nastaliq is heuristic from roman book label
duck,فاریس,FARIS,بطخ,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
partridge,بولا,BULA,تیتر,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
bulbul,بولبول,BULBUL,بلبل,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
pigeon,تال,TAL,کبوتر,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
ostrich,سوتورمورگ,SUTURMURG,شتر مرغ,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
bat,گون-ولاناس,GON-OOLANAS,چمگادڑ,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
penguin,پےنگوین,PENGWIN,پینگوئن,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=30; Nastaliq is heuristic from roman book label
eagle,گارمون,GARMUN,عقاب,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
kite,کانتےی,KANTEY,چیل,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
owl,ہوویو,HUUYO,الو,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
cuckoo,کویال,KOOYAL,کوئل,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
starling,میینا,MIINAA,مینا,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
hoopoe,پوپو,PUPO,ہدہد,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
swan,باتبات,BATBAT,ہنس,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
parrot,توتی,TUTI,طوطا,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
sparrow,ہاریچین,HARICHIN,چڑیا,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=31; Nastaliq is heuristic from roman book label
turkey,تورکی قارقاموک,TURKI QARQAAMUC,ٹرکی,noun,birds,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=32; Nastaliq is heuristic from roman book label
eye,لکین,LCIN,آنکھ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=63
ear,لتومال,LTUMAL,کان,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=64
head,یاتیس,YATIS,سر,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=63
mouth,قہات,QHAT,منہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=64
hair,گویان,GUYAN,بال,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=64
hand,ریین,RIIN,ہاتھ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=64
foot,وتیس,WTIS,پاؤں,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual body-label page; page=35; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=64
brain,ماتو,MATO,دماغ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; inferred from picture sentence; page=36; Nastaliq is heuristic from roman book label
heart,س,S,دل,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; page=36; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=68
heart,ےس,ES,دل,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; variant shown in source; page=36; Nastaliq is heuristic from roman book label
kidney,ےسو,ESO,گردہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; variant shown with Urdu gloss; page=36; Nastaliq is heuristic from roman book label
lung,یقہورپات,IQHURPAT,پھیپھڑا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; page=36; Nastaliq is heuristic from roman book label
skeleton,خولے کوالو,KHOLE KWAALO,ڈھانچا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; needs_review; page=36; Nastaliq is heuristic from roman book label
hand bone,خوپری,KHOOPRI,ہاتھ کی ہڈی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual organ-label page; needs_review; page=36; Nastaliq is heuristic from roman book label
hand,مییانک,MIYANC,ہاتھ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows variant MO-MIYANC; page=37; Nastaliq is heuristic from roman book label
fingers,مو-مییانک,MO-MIYANC,انگلیاں,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; page=37; Nastaliq is heuristic from roman book label
arm,ساک,SAK,بازو,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows variant I-SAK; page=37; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=63
shoulder,فوین,FOYN,کندھا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows variant I-FOYN; page=37; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=63
shoulders,یفوینکین,IFOYNCIN,کندھے,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; page=37; Nastaliq is heuristic from roman book label
chest,ندیل,NDIL,سینہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows variant I-NDIL; page=37; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=63
man,ہیر,HIR,مرد,noun,people,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows HIRAN/HIRI/HIRIIK; page=37; Nastaliq is heuristic from roman book label
woman,گوس,GUS,عورت,noun,people,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows GUSAN/GUSINANC/GUSINANCIK; page=37; Nastaliq is heuristic from roman book label
girl,داسین,DASIN,لڑکی,noun,people,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows DASIWANC/DASIWANCIK; page=37; Nastaliq is heuristic from roman book label
boys,ہیلےس,HILES,لڑکے,noun,people,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label page; source also shows HILESO/HILESUIK; page=37; Nastaliq is heuristic from roman book label
forelock,یچوقوران,ICHOQURAN,پیشانی کے بال,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; prefixed form; page=38; Nastaliq is heuristic from roman book label
eyelash,یلپوران,ILPURAN,پلک,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; prefixed form; page=38; Nastaliq is heuristic from roman book label
eyebrow,یلتانک,ILTAANC,ابرو,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; prefixed form; page=38; Nastaliq is heuristic from roman book label
throat,دودو,DODO,گلا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; paired with BUK; page=38; Nastaliq is heuristic from roman book label
throat,بوک,BUK,گلا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; paired with DODO; page=38; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=70
left shoulder,دویوم یفوین,DOYUM IFOYN,بایاں کندھا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
right shoulder,گایوم یفوین,GAYUM IFOYN,دایاں کندھا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
left breast,دویوم یماموت,DOYUM IMAMUT,بایاں سینہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
right breast,گایوم یماموت,GAYUM IMAMUT,دایاں سینہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
armpit,ےس خاپون,ES KHAPUN,بغل,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
upper arm,گیرکیس,GIRKIS,بازو کا اوپری حصہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; needs_review; page=38; Nastaliq is heuristic from roman book label
elbow,ےقات,EQAT,کہنی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
forearm,ےپات,EPAT,کلائی سے کہنی تک بازو,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; needs_review; page=38; Nastaliq is heuristic from roman book label
left hand,لافوت ےمیس,LAFOT EMIS,بایاں ہاتھ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
fingernail,یوری,IWRI,ناخن,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
wrist,گالتاپیس,GALTAPIS,کلائی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
leg bone,پینییے تین,PINIYE TIN,ٹانگ کی ہڈی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
foot,ساتا,SATA,پاؤں,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
heel,یگان بارےس,IGAAN BARES,ایڑی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=38; Nastaliq is heuristic from roman book label
forehead,یپاتی,IPATI,ماتھا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; prefixed form; page=39; Nastaliq is heuristic from roman book label
nose,یموقیس,IMUQIS,ناک,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; needs_review; page=39; Nastaliq is heuristic from roman book label
nostril,مولتور,MULTUR,نتھنا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=40; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=65
back,والداس,WALDAS,پیٹھ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=40; Nastaliq is heuristic from roman book label; Roman-Urdu-English noun table; page=65
finger,پانجا,PANJA,انگلی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; page=40; Nastaliq is heuristic from roman book label
chin,یسان,ISAN,ٹھوڑی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; prefixed form; page=40; Nastaliq is heuristic from roman book label
ankle,بادا,BADA,ٹخنہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,body diagram label; source shows QADAM gloss; page=40; Nastaliq is heuristic from roman book label
stomach,ول,WL,پیٹ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=63; Nastaliq is heuristic from roman book label
forelock,چوقوران,CHOQURAN,پیشانی کے بال,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=63; Nastaliq is heuristic from roman book label
chin,سان,SAN,ٹھوڑی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=63; Nastaliq is heuristic from roman book label
eyebrow,لتانک,LTAANC,ابرو,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=63; Nastaliq is heuristic from roman book label
eyelash,لپور,LPUR,پلک,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=63; Nastaliq is heuristic from roman book label
forehead,یاتی,YATI,ماتھا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
tooth,نکی,NCI,دانت,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
nail,وری,WRI,ناخن,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
knee,دومیس,DUMIS,گھٹنا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
heel,گان,GAAN,ایڑی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
nose,موپوس,MUPUS,ناک,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
lip,تل,TL,ہونٹ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
tongue,وہےس,WHES,زبان,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
body,دیم,DIM,بدن,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=64; Nastaliq is heuristic from roman book label
curl,فینیسو,FINISO,زلف,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
bone,لتین,LTIN,ہڈی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
grave,لتوس,LTUS,قبر,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
ability,یالی,YAALI,قابلیت,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
understanding,یان,YAAN,عقل,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
voice,چار,CHAR,آواز,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
lung,قہورپات,QHURPAT,پھیپھڑا,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
horn,لتور,LTUR,سینگ,noun,body/animals,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
imitation,لتور,LTUR,نقل,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=65; Nastaliq is heuristic from roman book label
father,و,W,باپ,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
mother,می,MI,ماں,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
maternal uncle,نگو,NGO,ماموں,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
maternal aunt,نکو,NCO,مامی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
nephew,ساگون,SAGUN,بھانجا,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
niece,ساگون,SAGUN,بھانجی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
daughter-in-law,قہاکین,QHAKIN,بہو,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
wife,وس,WS,بیوی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
brother-in-law,ریک,RIK,بہنوئی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
foster mother,وسام,WSAM,رضاعی ماں,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
grandparent,فات,FAT,پر,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
first born,چامانوم,CHAMANUM,پہلوٹھی کا,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=66; Nastaliq is heuristic from roman book label
part,گاروم,GARUM,حصہ,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
side,یاکال,YAKAL,طرف,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
pocket,سوگوت,SOGUT,جیب,noun,clothing,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
helper,مانکے,MANCE,مددگار,noun,people,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
place,ییس,YEES,جگہ,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
stay,یاک,YAK,ٹھہرنا,noun/verb,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
ration,گاریکی,GARIKI,راشن,noun,food,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
covering,یاتیکی,YATIKI,اوڑھنا,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
bedding,یاریکی,YAARIKI,بچھونا,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
feast,مانوت,MANOT,ضیافت,noun,food,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
banquet,ورو,WRO,بڑی دعوت,noun,food,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
holding,ریینتالی,RIINTALI,قبضہ,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=67; Nastaliq is heuristic from roman book label
near,پاکی,PACI,پاس,adverb/preposition,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
with,پاس,PAAS,پاس,adverb/preposition,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
waist band,سکوم,SCUM,کمر بند,noun,clothing,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
kidney,سو,SO,گردہ,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
neck,س,S,گردن,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
dislike,گام,GAM,ناپسند,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
son-in-law,رار,RAR,داماد,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
grandfather,پی,PI,دادا,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
grandmother,پی,PI,دادی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
liver,کین,KIN,جگر,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
daughter,ی,Y,بیٹی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
finger,میس,MIS,انگلی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
brother,کو,CO,بھائی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
maternal family,پکوک,PKUC,ننیہال,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
loving,یاروم,YARUM,پیارا,adjective,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=68; Nastaliq is heuristic from roman book label
saliva,بیسقا,BISQA,لعاب دہن,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
neck bone,دوپو,DOPO,گلے کی ہڈی,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
flesh,چاپ,CHAP,گوشت,noun,body/food,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
breath,ہیس,HIS,سانس,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
life,جیی,JII,جان,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
soul,جیی,JII,روح,noun,general,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
marrow,بال,BAL,مغز,noun,body,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
father,بابا,BABA,باپ,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
mother,زیزی,ZIZI,ماں,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
grandfather,باپو,BAPO,دادا,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
grandmother,باپو,BAPO,دادی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
sister,کاکاس,KAKAS,بہن,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
brother,کوسا,KOSA,بھائی,noun,family,34412141-Buruso-Birkis-Burusho-Birkish.pdf,Roman-Urdu-English noun table; page=70; Nastaliq is heuristic from roman book label
tank,فس,Fs,ٹینک,noun,transport,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=41; Nastaliq is heuristic from roman book label
boat,قہورد-بیین,QHURD-BIIN,کشتی,noun,transport,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=41; Nastaliq is heuristic from roman book label
microscope,ونو-بیین,ONO-BIIN,خوردبین,noun,objects,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=41; Nastaliq is heuristic from roman book label
tonga,تانگا,TAANGA,تانگہ,noun,transport,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=41; Nastaliq is heuristic from roman book label
bull cart,ہار گاری,HAR GAARI,بیل گاڑی,noun,transport,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=41; Nastaliq is heuristic from roman book label
refrigerator,فیرییز,FIRIIZ,فریج,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
wall clock,بال-گاری,BAL-GARI,دیوار گھڑی,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
bathtub,تاپ,TAP,باتھ ٹب,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
table,مییز,MIIZ,میز,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
spectacles,ایناکوک,AYNAKUC,عینک,noun,objects,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
fan,تیسگالگی,TISGALGI,پنکھا,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=42; Nastaliq is heuristic from roman book label
television,تےلیویجان,TELIWIJAN,ٹی وی,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=43; Nastaliq is heuristic from roman book label
bottle,بووتال,BUUTAL,بوتل,noun,household,34412141-Buruso-Birkis-Burusho-Birkish.pdf,visual picture-label; page=43; Nastaliq is heuristic from roman book label
